Airline,Flight,AirportFrom,DayOfWeek,Time,Length,Delay
FL,1439,MSP,3,895,189,0
B6,59,JFK,3,899,179,1
AA,1886,MIA,3,900,60,1
WN,3949,MDW,3,900,160,1
DL,1569,ATL,3,905,90,1
FL,843,ATL,3,909,91,0
US,1275,DCA,3,910,141,0
WN,1279,BDL,3,910,185,1
WN,638,RSW,3,910,50,1
FL,1097,IND,3,920,137,0
WN,337,ABQ,3,920,200,1
AA,1952,DFW,3,925,145,0
B6,1410,AUS,3,925,142,1
FL,675,MKE,3,925,164,0
B6,595,HPN,3,934,166,1
AA,1917,JFK,3,935,185,1
WN,1592,FLL,3,935,60,1
WN,408,STL,3,945,140,1
US,569,PHX,3,955,234,0
US,835,PHL,3,955,153,0
B6,439,BOS,3,960,192,0
CO,1086,IAH,3,960,134,1
DL,11,ATL,3,960,89,1
UA,114,ORD,3,960,163,0
FL,14,SJU,3,964,195,0
AA,1990,MIA,3,965,60,0
B6,43,JFK,3,967,183,1
FL,1180,BUF,3,969,171,1
WN,1814,MSY,3,970,100,1
FL,677,MKE,3,977,164,1
B6,746,SJU,3,980,187,1
DL,1585,LGA,3,980,177,0
FL,1467,MDW,3,984,158,1
DL,2703,CVG,3,985,128,1
DL,79,JFK,3,985,187,0
WN,733,LAS,3,985,265,1
WN,1030,SDF,3,990,125,1
FL,849,ATL,3,991,90,0
US,1735,CLT,3,995,103,1
B6,747,BDL,3,996,179,0
WN,719,BWI,3,1005,140,1
WN,371,CMH,3,1010,135,1
WN,964,BUF,3,1015,170,1
WN,660,DEN,3,1020,210,1
DL,2769,ATL,3,1025,91,1
B6,153,JFK,3,1028,178,0
OH,6601,RDU,3,1030,119,1
AA,2094,DFW,3,1040,150,0
B6,1115,RIC,3,1042,123,1
WN,1084,RDU,3,1050,105,1
DL,1805,DTW,3,1055,160,1
UA,408,DEN,3,1055,212,0
UA,947,IAD,3,1055,145,0
WN,2015,MHT,3,1055,200,1
WN,1285,ISP,3,1065,170,1
WN,1862,PVD,3,1065,185,1
WN,1509,MCI,3,1070,160,1
DL,109,ATL,3,1085,94,1
WN,635,ORF,3,1085,125,1
CO,1792,EWR,3,1090,182,1
US,733,CLT,3,1095,100,1
US,799,PHL,3,1095,164,0
WN,1671,MDW,3,1100,160,1
WN,912,FLL,3,1100,60,1
FL,1251,LEX,3,1104,115,1
AA,672,MIA,3,1105,60,1
WN,689,PHL,3,1110,165,1
FL,857,ATL,3,1115,87,1
AA,1492,DFW,3,1120,140,0
B6,748,SJU,3,1121,182,1
FL,1050,ABE,3,1123,156,1
CO,1586,IAH,3,1130,135,1
DL,2159,JFK,3,1130,191,0
WN,740,STL,3,1130,135,1
WN,776,MKE,3,1135,165,1
DL,1669,ATL,3,1140,95,0
WN,317,MSY,3,1140,95,1
DL,2199,MEM,3,1145,121,0
WN,2883,PIT,3,1150,140,1
US,1189,DCA,3,1155,137,0
WN,522,BNA,3,1155,105,1
AA,1967,ORD,3,1160,160,1
DL,2723,MSP,3,1160,187,0
WN,39,ECP,3,1160,65,0
DL,1485,LGA,3,1163,171,0
AA,2549,JFK,3,1169,185,1
B6,437,BOS,3,1180,190,1
WN,1095,BWI,3,1185,140,1
WN,3597,MDW,3,1185,160,1
UA,308,ORD,3,1191,166,0
B6,157,JFK,3,1195,173,1
FL,1099,IND,3,1199,140,0
CO,1692,EWR,3,1200,176,1
DL,2675,DCA,3,1200,148,0
US,1719,CLT,3,1200,99,1
DL,1405,DTW,3,1205,159,1
WN,49,HOU,3,1205,125,1
WN,2525,BHM,3,1210,90,1
DL,1469,ATL,3,1215,85,0
FL,483,BWI,3,1218,141,1
AA,1526,DFW,3,1235,135,0
US,865,PHL,3,1240,154,1
B6,337,IAD,3,1250,133,1
FL,841,ATL,3,1250,92,0
B6,399,LGA,3,1265,165,0
DL,2569,ATL,3,1290,88,1
UA,260,IAD,3,1316,139,0
FL,847,ATL,3,1335,88,1
AA,936,MIA,3,1340,55,1
US,1857,CLT,3,1340,93,0
DL,1063,LAX,3,1360,281,0
AS,10,SEA,3,1365,317,1
DL,175,ATL,3,1365,84,1
B6,766,BQN,4,240,169,0
B6,768,PSE,4,262,180,1
B6,155,JFK,4,360,168,0
B6,1695,BOS,4,360,192,0
B6,742,SJU,4,361,184,0
WN,2377,PIT,4,375,150,0
AA,1434,DFW,4,380,145,0
AA,404,MIA,4,385,60,0
B6,591,HPN,4,390,164,0
FL,1270,DAY,4,390,146,0
FL,1621,PHL,4,390,158,0
WN,250,FLL,4,390,55,0
WN,779,BWI,4,390,140,1
WN,1482,BUF,4,400,170,1
CO,292,EWR,4,405,174,0
WN,891,MHT,4,410,200,0
DL,2685,LGA,4,415,170,0
AA,716,ORD,4,420,155,0
B6,1275,BOS,4,420,194,0
B6,521,EWR,4,420,170,0
B6,661,SYR,4,420,178,0
DL,1769,ATL,4,420,82,0
DL,2533,BOS,4,420,205,0
DL,2923,MSP,4,420,198,0
FL,1601,DFW,4,420,149,0
FL,481,BWI,4,420,140,0
OH,6315,RDU,4,420,120,0
US,1633,PHL,4,420,149,0
WN,2959,BDL,4,420,185,0
WN,3412,MDW,4,420,160,1
WN,845,PHL,4,420,165,0
DL,2665,DCA,4,425,151,1
FL,1244,FNT,4,430,172,0
WN,274,ISP,4,430,170,0
FL,1461,MDW,4,435,159,0
FL,8,SJU,4,435,197,0
WN,2547,ORF,4,435,125,1
DL,1099,BDL,4,450,182,0
WN,2441,BWI,4,450,145,0
WN,965,DEN,4,450,210,0
UA,164,ORD,4,457,162,1
F9,488,MKE,4,458,169,0
WN,24,RDU,4,460,105,0
CO,586,IAH,4,465,133,1
FL,1091,IND,4,465,145,0
WN,1026,PVD,4,465,190,0
WN,3485,BNA,4,465,110,1
WN,3596,RSW,4,465,45,0
US,801,CLT,4,470,97,0
WN,2175,ALB,4,470,195,1
WN,201,HOU,4,475,125,1
AA,1777,JFK,4,479,180,0
CO,1592,EWR,4,479,173,0
DL,201,ATL,4,480,86,1
US,987,PHL,4,480,163,1
B6,575,SWF,4,482,176,0
WN,1107,STL,4,485,140,1
WN,350,MDW,4,485,155,0
UA,738,DEN,4,488,213,0
WN,1325,IND,4,490,140,0
DL,1959,JFK,4,495,188,0
UA,379,IAD,4,499,147,0
DL,1605,DTW,4,500,175,1
AA,1734,DFW,4,505,145,1
DL,1788,MEM,4,510,120,0
UA,261,LAX,4,515,286,0
US,1159,DCA,4,515,147,0
FL,491,BWI,4,520,146,0
B6,331,BDL,4,522,178,0
AS,18,SEA,4,525,322,0
FL,671,MKE,4,525,168,0
AA,244,LAX,4,530,275,0
B6,335,IAD,4,530,137,0
FL,865,ATL,4,530,90,1
WN,2036,BHM,4,530,90,1
WN,3814,MKE,4,530,170,0
WN,683,ECP,4,530,65,0
WN,1055,MSY,4,535,100,1
DL,1969,ATL,4,540,98,1
FL,1625,PHL,4,540,168,0
UA,206,ORD,4,547,166,0
B6,527,EWR,4,550,176,0
CO,192,EWR,4,550,170,0
WN,2906,FLL,4,550,55,0
B6,667,BUF,4,553,167,1
B6,41,JFK,4,555,181,0
CO,671,CLE,4,555,143,0
DL,2803,CVG,4,560,132,0
WN,1500,PHL,4,560,160,1
B6,1147,BTV,4,566,196,0
US,1843,CLT,4,568,96,1
AA,1872,ORD,4,590,160,1
AA,1980,DFW,4,595,140,0
DL,2069,ATL,4,595,104,0
WN,40,BWI,4,595,140,1
FL,782,PHF,4,596,125,0
US,567,PHX,4,599,246,0
AA,1860,MIA,4,600,65,0
DL,1305,DTW,4,600,159,1
DL,1831,SLC,4,605,257,1
DL,2823,MSP,4,605,192,0
US,1020,PHL,4,606,167,1
UA,802,DEN,4,610,218,0
CO,686,IAH,4,615,133,1
FL,853,ATL,4,615,95,1
US,1456,DCA,4,615,142,1
WN,185,BDL,4,615,185,1
WN,1933,CMH,4,615,135,1
FL,1944,ATL,4,620,95,0
WN,674,JAN,4,620,100,0
DL,1061,LAX,4,625,276,0
DL,1785,LGA,4,625,178,1
FL,1267,BMI,4,629,142,0
WN,1216,LAS,4,630,265,1
WN,1856,MCI,4,630,165,0
WN,256,PHX,4,630,245,0
WN,908,MDW,4,635,155,1
F9,674,DEN,4,640,212,0
WN,1097,ISP,4,640,170,0
FL,1002,MDT,4,653,148,0
WN,5,MSY,4,655,95,0
B6,339,IAD,4,660,135,0
DL,2169,ATL,4,660,94,1
DL,2669,DCA,4,660,136,0
CO,692,EWR,4,665,173,0
B6,433,BOS,4,670,191,1
B6,593,HPN,4,670,163,0
DL,2903,CVG,4,670,130,0
WN,520,RSW,4,670,50,0
AA,1912,DFW,4,675,145,0
B6,523,EWR,4,680,165,1
B6,744,SJU,4,684,184,0
WN,15,HOU,4,685,125,1
US,1729,CLT,4,688,91,0
US,1585,PHL,4,690,154,0
FL,1016,BOS,4,698,192,0
FL,1742,PIT,4,699,145,0
OH,6501,RDU,4,700,120,0
WN,1252,PVD,4,705,185,0
FL,759,HSV,4,715,105,1
US,951,DCA,4,719,139,0
AA,2547,JFK,4,720,180,1
DL,2269,ATL,4,720,87,0
WN,588,BWI,4,720,140,1
DL,1505,DTW,4,735,160,0
UA,778,IAD,4,739,147,0
FL,1491,CMH,4,741,139,0
AA,1592,DFW,4,745,145,0
B6,31,JFK,4,750,168,1
DL,2894,JFK,4,750,170,0
WN,862,BNA,4,750,105,0
DL,1685,LGA,4,755,175,1
AA,2064,MIA,4,760,60,1
FL,1292,GRR,4,760,155,0
FL,487,BWI,4,760,144,0
WN,1753,FLL,4,760,60,1
UA,270,DEN,4,767,205,0
WN,3504,AUS,4,770,145,1
WN,519,RSW,4,770,50,0
FL,1629,PHL,4,778,155,0
DL,2369,ATL,4,780,87,0
WN,425,SAT,4,780,145,1
US,1710,CLT,4,782,98,1
DL,2623,MSP,4,785,190,1
FL,850,EYW,4,785,65,0
WN,1069,CMH,4,785,135,1
WN,489,PIT,4,785,140,0
WN,780,STL,4,785,140,0
WN,3150,BWI,4,790,145,1
FL,1400,ROC,4,792,173,0
FL,861,ATL,4,798,89,0
B6,693,DCA,4,800,134,0
WN,2353,DEN,4,800,210,0
FL,716,CAK,4,801,145,0
WN,857,ISP,4,805,170,1
UA,292,SFO,4,808,315,0
CO,37,EWR,4,809,171,1
AA,476,MIA,4,810,60,0
CO,786,IAH,4,815,130,0
B6,435,BOS,4,820,193,1
US,1028,PHL,4,820,152,1
WN,1015,PVD,4,820,190,1
WN,3074,MHT,4,820,205,1
WN,48,RDU,4,820,105,1
B6,1783,JFK,4,830,176,1
FL,1079,HPN,4,837,170,0
DL,2671,DCA,4,839,139,1
FL,1485,DTW,4,839,156,0
DL,1905,DTW,4,840,157,0
UA,288,ORD,4,840,163,1
B6,525,EWR,4,841,165,1
DL,2469,ATL,4,845,91,0
WN,2539,PHL,4,845,160,1
WN,690,ALB,4,850,190,1
FL,1241,AVL,4,858,98,0
AA,544,DFW,4,860,145,0
DL,1920,MEM,4,865,120,1
DL,345,BDL,4,869,171,1
CO,57,EWR,4,870,174,0
AA,1400,ORD,4,875,155,1
CO,1461,CLE,4,875,144,0
FL,485,BWI,4,878,142,0
DL,2537,BOS,4,880,204,0
WN,748,HOU,4,880,130,1
FL,1463,MDW,4,882,155,0
B6,395,LGA,4,885,174,1
US,1085,CLT,4,885,102,0
UA,148,IAD,4,890,142,0
WN,1155,BNA,4,890,105,0
FL,1439,MSP,4,895,189,0
B6,59,JFK,4,899,179,1
AA,1886,MIA,4,900,60,0
WN,3949,MDW,4,900,160,1
DL,1569,ATL,4,905,90,0
FL,843,ATL,4,909,91,0
DL,2031,MSP,4,910,188,0
US,1275,DCA,4,910,141,0
WN,1279,BDL,4,910,185,1
WN,638,RSW,4,910,50,0
FL,1097,IND,4,920,137,0
WN,337,ABQ,4,920,200,1
AA,1952,DFW,4,925,145,0
B6,1410,AUS,4,925,142,1
FL,675,MKE,4,925,164,1
B6,595,HPN,4,934,166,1
AA,1917,JFK,4,935,185,0
WN,1592,FLL,4,935,60,0
WN,408,STL,4,945,140,1
US,569,PHX,4,955,234,0
US,835,PHL,4,955,153,0
B6,439,BOS,4,960,192,0
CO,1086,IAH,4,960,134,1
DL,11,ATL,4,960,89,0
UA,114,ORD,4,960,163,1
FL,14,SJU,4,964,195,0
AA,1990,MIA,4,965,60,1
B6,43,JFK,4,967,183,0
WN,1814,MSY,4,970,100,0
FL,677,MKE,4,977,164,0
B6,746,SJU,4,980,187,1
DL,1585,LGA,4,980,177,1
FL,1467,MDW,4,984,158,0
DL,2703,CVG,4,985,128,0
DL,79,JFK,4,985,187,0
WN,733,LAS,4,985,265,1
FL,849,ATL,4,990,90,0
WN,1030,SDF,4,990,125,1
US,1735,CLT,4,995,103,1
B6,747,BDL,4,996,179,1
B6,1149,PWM,4,1000,196,0
FL,1180,BUF,4,1000,171,0
WN,719,BWI,4,1005,140,1
WN,371,CMH,4,1010,135,1
WN,964,BUF,4,1015,170,1
DL,1180,SLC,4,1019,254,0
WN,660,DEN,4,1020,210,1
DL,2769,ATL,4,1025,91,1
B6,153,JFK,4,1028,178,0
OH,6601,RDU,4,1030,119,0
AA,2094,DFW,4,1040,150,0
B6,1115,RIC,4,1042,123,1
WN,1084,RDU,4,1050,105,1
DL,1805,DTW,4,1055,160,1
UA,408,DEN,4,1055,212,0
UA,947,IAD,4,1055,145,1
WN,2015,MHT,4,1055,200,0
WN,1285,ISP,4,1065,170,1
WN,1862,PVD,4,1065,185,0
FL,857,ATL,4,1069,92,0
WN,1509,MCI,4,1070,160,1
F9,672,DEN,4,1075,205,1
DL,109,ATL,4,1085,94,1
WN,635,ORF,4,1085,125,0
CO,1792,EWR,4,1090,182,1
US,733,CLT,4,1095,100,1
US,799,PHL,4,1095,164,1
WN,1671,MDW,4,1100,160,0
WN,912,FLL,4,1100,60,0
FL,1147,CRW,4,1103,121,1
AA,672,MIA,4,1105,60,1
WN,689,PHL,4,1110,165,0
AA,1492,DFW,4,1120,140,1
B6,748,SJU,4,1121,182,1
FL,1050,ABE,4,1123,156,0
CO,1586,IAH,4,1130,135,1
DL,2159,JFK,4,1130,191,0
WN,740,STL,4,1130,135,1
FL,1748,PIT,4,1131,153,0
FL,845,ATL,4,1133,86,0
WN,776,MKE,4,1135,165,0
DL,1669,ATL,4,1140,95,0
WN,317,MSY,4,1140,95,0
DL,2199,MEM,4,1145,121,1
WN,2883,PIT,4,1150,140,1
US,1189,DCA,4,1155,137,1
WN,522,BNA,4,1155,105,1
AA,1967,ORD,4,1160,160,1
DL,2723,MSP,4,1160,189,0
WN,39,ECP,4,1160,65,1
DL,1485,LGA,4,1163,171,0
AA,2549,JFK,4,1169,185,0
B6,437,BOS,4,1180,190,0
B6,597,HPN,4,1180,165,0
UA,308,ORD,4,1183,166,0
WN,1095,BWI,4,1185,140,1
WN,3597,MDW,4,1185,160,0
FL,1483,DTW,4,1188,156,1
B6,157,JFK,4,1195,173,0
FL,1099,IND,4,1199,140,0
CO,1692,EWR,4,1200,176,0
DL,2675,DCA,4,1200,148,0
US,1719,CLT,4,1200,97,0
DL,1405,DTW,4,1205,159,0
WN,49,HOU,4,1205,125,0
WN,2525,BHM,4,1210,90,1
DL,1469,ATL,4,1215,85,1
FL,483,BWI,4,1218,141,0
AA,1526,DFW,4,1235,135,1
US,865,PHL,4,1240,154,0
B6,337,IAD,4,1250,133,0
FL,841,ATL,4,1250,92,0
B6,399,LGA,4,1265,165,1
DL,2569,ATL,4,1290,88,1
UA,260,IAD,4,1316,139,0
FL,847,ATL,4,1335,88,0
AA,936,MIA,4,1340,55,0
US,1857,CLT,4,1340,93,0
DL,1063,LAX,4,1360,281,1
AS,10,SEA,4,1365,317,0
DL,175,ATL,4,1365,84,0
B6,766,BQN,5,240,169,0
B6,750,SJU,5,259,182,0
B6,768,PSE,5,262,180,1
B6,155,JFK,5,360,168,1
B6,1695,BOS,5,360,192,0
B6,742,SJU,5,361,184,0
WN,2377,PIT,5,375,150,1
AA,1434,DFW,5,380,145,0
AA,404,MIA,5,385,60,0
B6,591,HPN,5,390,164,0
FL,1270,DAY,5,390,146,0
WN,250,FLL,5,390,55,0
WN,779,BWI,5,390,140,0
FL,1621,PHL,5,400,158,0
WN,1482,BUF,5,400,170,1
CO,292,EWR,5,405,174,0
WN,891,MHT,5,410,200,1
DL,2685,LGA,5,415,170,0
FL,1612,DCA,5,419,148,0
AA,716,ORD,5,420,155,0
B6,1275,BOS,5,420,194,1
B6,521,EWR,5,420,170,0
B6,661,SYR,5,420,178,0
DL,1769,ATL,5,420,82,0
DL,2533,BOS,5,420,205,0
DL,2923,MSP,5,420,198,0
FL,1091,IND,5,420,144,0
FL,1206,RIC,5,420,131,0
FL,1601,DFW,5,420,149,1
FL,481,BWI,5,420,140,0
OH,6315,RDU,5,420,120,1
US,1633,PHL,5,420,149,0
WN,2959,BDL,5,420,185,1
WN,3412,MDW,5,420,160,0
WN,845,PHL,5,420,165,1
DL,2665,DCA,5,425,151,1
FL,1244,FNT,5,430,172,0
WN,274,ISP,5,430,170,0
FL,1461,MDW,5,435,159,0
WN,2547,ORF,5,435,125,0
DL,1099,BDL,5,450,182,0
WN,2441,BWI,5,450,145,0
WN,965,DEN,5,450,210,0
UA,164,ORD,5,457,162,0
F9,488,MKE,5,458,169,0
WN,24,RDU,5,460,105,0
CO,586,IAH,5,465,133,0
WN,1026,PVD,5,465,190,1
WN,3485,BNA,5,465,110,1
WN,3596,RSW,5,465,45,0
US,801,CLT,5,470,97,1
WN,2175,ALB,5,470,195,1
WN,201,HOU,5,475,125,1
AA,1777,JFK,5,479,180,0
CO,1592,EWR,5,479,173,0
DL,201,ATL,5,480,86,1
US,987,PHL,5,480,163,0
B6,575,SWF,5,482,176,0
WN,1107,STL,5,485,140,1
WN,350,MDW,5,485,155,0
UA,738,DEN,5,488,213,0
FL,8,SJU,5,490,197,0
WN,1325,IND,5,490,140,1
DL,1959,JFK,5,495,188,1
UA,379,IAD,5,499,147,0
DL,1605,DTW,5,500,175,0
FL,1625,PHL,5,500,169,0
AA,1734,DFW,5,505,145,0
DL,1788,MEM,5,510,120,0
UA,261,LAX,5,515,286,0
US,1159,DCA,5,515,147,0
FL,491,BWI,5,520,146,0
B6,331,BDL,5,522,178,0
AS,18,SEA,5,525,322,0
FL,671,MKE,5,525,168,0
AA,244,LAX,5,530,275,0
B6,335,IAD,5,530,137,0
FL,865,ATL,5,530,90,1
WN,2036,BHM,5,530,90,0
WN,3814,MKE,5,530,170,0
WN,683,ECP,5,530,65,0
WN,1055,MSY,5,535,100,0
DL,1969,ATL,5,540,98,1
UA,206,ORD,5,547,166,0
B6,527,EWR,5,550,176,0
CO,192,EWR,5,550,170,1
WN,2906,FLL,5,550,55,0
B6,667,BUF,5,553,167,0
B6,41,JFK,5,555,181,0
CO,671,CLE,5,555,143,0
DL,2803,CVG,5,560,132,0
WN,1500,PHL,5,560,160,1
B6,1147,BTV,5,566,196,0
US,1843,CLT,5,568,96,1
AA,1872,ORD,5,590,160,1
AA,1980,DFW,5,595,140,0
DL,2069,ATL,5,595,104,0
WN,40,BWI,5,595,140,0
FL,782,PHF,5,596,125,0
US,567,PHX,5,599,246,0
AA,1860,MIA,5,600,65,0
DL,1305,DTW,5,600,159,1
DL,1831,SLC,5,605,257,0
DL,2823,MSP,5,605,192,1
US,1020,PHL,5,606,167,0
UA,802,DEN,5,610,218,0
FL,1187,MLI,5,612,155,0
CO,686,IAH,5,615,133,1
FL,853,ATL,5,615,95,1
US,1456,DCA,5,615,142,1
WN,185,BDL,5,615,185,0
WN,1933,CMH,5,615,135,1
WN,674,JAN,5,620,100,1
DL,1061,LAX,5,625,276,1
DL,1785,LGA,5,625,178,0
WN,1216,LAS,5,630,265,1
WN,1856,MCI,5,630,165,0
WN,256,PHX,5,630,245,1
FL,1172,CLT,5,635,100,0
WN,908,MDW,5,635,155,1
F9,674,DEN,5,640,212,0
WN,1097,ISP,5,640,170,0
FL,1002,MDT,5,653,148,1
WN,5,MSY,5,655,95,0
B6,339,IAD,5,660,135,0
DL,2169,ATL,5,660,94,1
DL,2669,DCA,5,660,136,0
CO,692,EWR,5,665,173,0
B6,433,BOS,5,670,191,1
B6,593,HPN,5,670,163,0
DL,2903,CVG,5,670,130,0
WN,520,RSW,5,670,50,0
AA,1912,DFW,5,675,145,1
B6,523,EWR,5,680,165,0
B6,744,SJU,5,684,184,0
WN,15,HOU,5,685,125,1
US,1729,CLT,5,688,91,1
US,1585,PHL,5,690,154,1
FL,1016,BOS,5,698,192,0
OH,6501,RDU,5,700,120,1
WN,1252,PVD,5,705,185,1
FL,759,HSV,5,715,105,0
US,951,DCA,5,719,139,1
AA,2547,JFK,5,720,180,0
DL,2269,ATL,5,720,87,0
WN,588,BWI,5,720,140,1
DL,1505,DTW,5,735,160,1
FL,1278,TYS,5,738,97,0
UA,778,IAD,5,739,147,0
FL,1491,CMH,5,741,139,0
AA,1592,DFW,5,745,145,1
