Airline,Flight,AirportFrom,DayOfWeek,Time,Length,Delay
OH,6460,JFK,3,600,89,1
US,2122,LGA,3,600,71,0
AA,654,DFW,3,605,205,0
UA,532,ORD,3,605,136,0
AA,1482,MIA,3,610,185,0
CO,1111,EWR,3,615,63,1
US,1270,PHL,3,615,88,1
EV,7082,IAD,3,626,87,1
DL,1378,LGA,3,630,72,0
FL,819,BWI,3,630,79,0
US,2028,DCA,3,630,79,0
WN,3505,PHL,3,630,90,1
B6,422,PBI,3,640,173,1
WN,997,PHX,3,645,300,1
UA,32,DEN,3,646,233,0
B6,496,DEN,3,655,223,0
B6,462,RSW,3,657,179,1
B6,1256,IAD,3,660,85,0
US,2124,LGA,3,660,68,0
WN,2357,DEN,3,660,225,1
B6,1276,MCO,3,661,162,1
DL,2532,MCO,3,665,172,1
DL,1900,ATL,3,675,154,0
OH,6528,CVG,3,675,130,0
US,1604,PHL,3,675,75,1
UA,788,SFO,3,680,344,1
MQ,4676,JFK,3,685,65,0
DL,1380,LGA,3,690,69,0
US,2030,DCA,3,690,84,1
US,1822,CLT,3,695,122,1
WN,3915,MDW,3,695,135,1
AA,1152,DFW,3,705,200,0
EV,4999,DCA,3,715,93,1
WN,1142,BWI,3,715,80,1
B6,454,FLL,3,720,182,1
B6,682,DCA,3,720,83,0
US,2126,LGA,3,720,65,0
AA,1210,ORD,3,725,125,1
US,1562,PHL,3,735,75,0
UA,920,ORD,3,740,139,0
UA,424,IAD,3,742,97,0
WN,1812,PHL,3,745,80,1
B6,408,PHX,3,750,291,1
DL,1382,LGA,3,750,67,0
DL,2288,ATL,3,750,153,0
FL,823,BWI,3,750,75,0
MQ,4504,LGA,3,750,65,0
OH,6485,JFK,3,750,78,0
US,2032,DCA,3,750,84,0
UA,386,DEN,3,751,226,1
B6,448,TPA,3,760,166,1
OH,6458,RDU,3,765,124,0
B6,1418,JAX,3,770,145,1
B6,904,JFK,3,774,64,1
AA,548,ORD,3,775,135,1
B6,1260,IAD,3,775,86,1
OH,6538,DCA,3,775,91,0
B6,464,RSW,3,779,178,1
AA,264,LAX,3,780,325,1
DL,1492,MSP,3,780,170,1
US,2128,LGA,3,780,65,0
B6,474,LAX,3,781,316,1
UA,728,ORD,3,793,136,1
CO,482,IAH,3,795,218,1
US,62,CLT,3,795,125,1
US,970,PHL,3,795,73,0
UA,892,SFO,3,800,340,0
US,221,PHX,3,805,287,1
DL,1384,LGA,3,810,65,0
US,2034,DCA,3,810,83,0
CO,1128,EWR,3,815,65,0
AA,1506,MIA,3,820,185,1
F9,328,MKE,3,822,133,1
B6,420,PBI,3,825,177,0
B6,734,SJU,3,825,249,1
DL,2100,ATL,3,830,150,0
B6,1202,MCO,3,835,168,1
B6,634,SFO,3,835,320,1
DL,1422,DTW,3,835,113,1
EV,5262,DCA,3,835,93,1
MQ,4511,LGA,3,835,65,0
B6,1010,JFK,3,839,78,1
MQ,4394,JFK,3,839,71,1
US,2130,LGA,3,840,66,0
B6,406,SAN,3,845,309,0
AA,2166,DFW,3,855,210,1
B6,684,DCA,3,855,83,1
US,769,PHL,3,855,82,0
US,1770,CLT,3,860,120,1
CO,1172,EWR,3,870,70,0
DL,1386,LGA,3,870,66,0
FL,801,BWI,3,870,80,0
US,2036,DCA,3,870,85,1
EV,7096,IAD,3,877,91,0
B6,402,MSY,3,879,189,1
AA,1334,SJU,3,880,245,0
B6,456,FLL,3,880,186,1
WN,3403,BWI,3,880,80,1
FL,274,ATL,3,891,144,1
EV,5274,DCA,3,895,98,1
B6,1014,JFK,3,899,81,1
US,2132,LGA,3,900,72,0
DL,1400,ATL,3,905,155,0
OH,6462,JFK,3,910,102,0
WN,2785,PHL,3,910,75,1
DL,1256,CVG,3,915,127,1
US,1876,PHL,3,915,76,1
DL,2830,MSP,3,920,170,0
CO,1030,CLE,3,925,97,1
CO,1132,EWR,3,929,80,0
DL,1388,LGA,3,930,76,0
US,2038,DCA,3,930,88,0
AA,1254,DFW,3,935,210,1
AA,1930,MIA,3,935,190,1
AA,2098,ORD,3,935,130,1
B6,686,DCA,3,940,84,1
B6,1188,SRQ,3,945,176,0
DL,1722,DTW,3,945,122,1
UA,72,SFO,3,953,340,1
MQ,4388,JFK,3,955,80,0
MQ,4695,LGA,3,960,70,0
US,2134,LGA,3,960,74,1
B6,434,MCO,3,965,164,1
CO,682,IAH,3,965,221,1
UA,882,ORD,3,965,138,1
US,1488,CLT,3,970,120,1
B6,1282,RIC,3,974,89,1
OH,6319,RDU,3,975,120,1
US,1878,PHL,3,975,85,1
US,224,PHX,3,975,284,0
B6,1254,IAD,3,980,90,1
DL,2300,ATL,3,980,154,0
WN,1141,BWI,3,980,85,1
FL,278,ATL,3,984,146,1
B6,1264,AUS,3,985,218,1
WN,511,MDW,3,985,140,1
DL,1390,LGA,3,990,76,0
FL,815,BWI,3,990,87,1
US,2040,DCA,3,990,91,1
UA,342,DEN,3,996,224,1
CO,1100,EWR,3,1011,79,1
UA,898,IAD,3,1014,95,1
EV,5237,DCA,3,1015,105,1
B6,1226,RDU,3,1020,101,1
US,2136,LGA,3,1020,72,1
WN,1594,DEN,3,1020,225,1
DL,1216,SLC,3,1030,275,1
UA,162,ORD,3,1034,139,0
US,1886,PHL,3,1035,79,1
WN,731,PHL,3,1035,80,1
AA,2536,MIA,3,1045,190,1
DL,1392,LGA,3,1050,76,1
FL,821,BWI,3,1050,85,0
MQ,4473,LGA,3,1050,65,0
US,2042,DCA,3,1050,92,1
B6,1328,BWI,3,1055,84,1
DL,1510,DTW,3,1060,119,1
FL,961,CAK,3,1060,98,1
WN,1739,BWI,3,1065,85,1
AA,154,ORD,3,1070,135,1
DL,2400,ATL,3,1070,152,0
B6,1016,JFK,3,1075,76,0
B6,1244,CLT,3,1075,127,1
OH,6757,DCA,3,1075,97,0
B6,688,DCA,3,1080,83,1
CO,8,EWR,3,1080,77,1
US,2138,LGA,3,1080,75,1
WN,3415,STL,3,1080,155,1
US,1176,CLT,3,1083,129,1
US,719,PHL,3,1095,93,1
AA,632,DFW,3,1100,200,1
B6,1218,BUF,3,1102,83,1
B6,428,PBI,3,1105,173,1
UA,836,ORD,3,1105,136,1
B6,1258,IAD,3,1107,87,1
DL,1394,LGA,3,1110,74,0
US,2044,DCA,3,1110,86,0
FL,803,BWI,3,1115,84,0
B6,1296,PIT,3,1125,93,1
CO,582,IAH,3,1125,225,1
FL,993,MKE,3,1130,134,0
DL,2444,CVG,3,1135,124,1
DL,2930,MSP,3,1135,167,1
EV,5323,DCA,3,1135,92,1
OH,6468,JFK,3,1135,95,0
UA,552,IAD,3,1135,102,1
US,2140,LGA,3,1140,73,0
B6,440,MCO,3,1145,165,1
DL,47,ATL,3,1145,157,0
AA,628,MIA,3,1150,185,1
AA,874,ORD,3,1150,135,0
B6,922,ORD,3,1150,132,1
DL,1478,MEM,3,1150,169,1
XE,2888,CLE,3,1150,95,1
US,1888,PHL,3,1155,85,1
B6,458,FLL,3,1165,177,1
B6,470,RSW,3,1170,171,1
CO,1192,EWR,3,1170,74,1
DL,1396,LGA,3,1170,76,0
OH,6636,RDU,3,1170,122,1
US,2046,DCA,3,1170,86,1
B6,446,TPA,3,1180,165,1
EV,7374,DTW,3,1180,118,1
WN,1264,MDW,3,1180,135,1
AA,2282,DFW,3,1185,205,0
MQ,4489,LGA,3,1190,65,0
US,1776,CLT,3,1192,123,1
B6,1330,BWI,3,1195,78,1
F9,330,MKE,3,1195,126,1
B6,690,DCA,3,1200,82,1
MQ,4696,JFK,3,1200,80,1
US,2142,LGA,3,1200,75,1
B6,424,PBI,3,1202,170,1
WN,370,PHL,3,1205,85,1
OH,6381,JFK,3,1210,96,1
B6,1228,RDU,3,1215,100,0
DL,1398,LGA,3,1230,74,1
US,1406,PHL,3,1230,73,1
WN,3773,BWI,3,1235,80,1
B6,436,MCO,3,1250,159,0
AA,2192,MIA,3,1255,180,1
B6,472,SJC,3,1260,319,0
FL,276,ATL,3,1260,147,0
US,2048,DCA,3,1260,81,0
US,2144,LGA,3,1260,69,1
AA,192,LAX,3,1265,315,1
UA,200,ORD,3,1265,138,0
B6,636,SFO,3,1273,320,0
FL,817,BWI,3,1285,80,0
DL,412,ATL,3,1290,148,1
DL,1822,DTW,3,1300,119,1
UA,818,IAD,3,1330,94,0
US,1538,CLT,3,1335,120,1
AA,1358,ORD,3,1340,130,1
UA,166,LAX,3,1349,336,1
US,880,PHL,3,1365,72,0
UA,180,SFO,3,1367,340,1
B6,1018,JFK,3,1370,63,1
B6,498,SEA,3,1409,303,0
B6,778,LAS,3,1409,293,0
B6,1224,RDU,4,360,101,0
B6,442,TPA,4,360,167,1
UA,226,SFO,4,360,342,0
US,2114,LGA,4,360,62,0
B6,1320,BWI,4,363,77,1
UA,524,ORD,4,365,139,0
US,1812,PHL,4,375,74,0
AA,1466,DFW,4,380,200,0
WN,1591,PHL,4,380,80,0
FL,1435,PHF,4,381,89,1
MQ,4464,LGA,4,385,65,1
B6,1012,JFK,4,390,65,0
B6,1790,DCA,4,390,85,0
CO,1116,EWR,4,390,72,0
DL,1370,LGA,4,390,69,0
FL,805,BWI,4,390,80,0
US,2020,DCA,4,390,79,0
B6,1250,IAD,4,391,89,0
AA,876,ORD,4,395,135,0
WN,178,BWI,4,395,80,1
WN,715,MDW,4,395,135,0
B6,1278,RIC,4,402,93,0
AA,452,MIA,4,405,180,0
EV,5414,DCA,4,415,93,0
AS,30,PDX,4,420,320,0
B6,1240,CLT,4,420,123,0
B6,418,PBI,4,420,172,0
B6,920,ORD,4,420,131,0
DL,2630,MSP,4,420,166,1
OH,6581,RDU,4,420,130,0
US,2116,LGA,4,420,65,0
B6,1212,BUF,4,425,86,1
WN,1852,PHL,4,425,85,0
B6,1290,PIT,4,431,94,0
US,1612,PHL,4,435,78,0
WN,526,BWI,4,435,80,0
B6,450,FLL,4,440,179,0
AA,222,LAX,4,445,320,0
DL,1372,LGA,4,450,66,1
OH,6302,CVG,4,450,130,1
US,2022,DCA,4,450,84,0
DL,1600,ATL,4,455,153,0
DL,2122,DTW,4,455,127,0
XE,2128,CLE,4,460,95,0
FL,995,MKE,4,465,133,0
CO,282,IAH,4,470,218,0
F9,326,MKE,4,470,133,1
EV,4984,DCA,4,475,95,0
US,1982,CLT,4,475,123,0
AA,1106,DFW,4,480,210,0
US,2118,LGA,4,480,64,0
FL,1017,MCO,4,485,169,0
UA,744,DEN,4,487,227,0
WN,2113,PHL,4,490,90,0
OH,6402,JFK,4,495,88,0
US,1112,PHL,4,495,85,1
AA,1718,ORD,4,510,130,0
CO,1120,EWR,4,510,90,0
DL,1374,LGA,4,510,71,0
FL,807,BWI,4,510,79,0
US,2024,DCA,4,510,82,0
UA,172,SFO,4,511,338,0
UA,860,IAD,4,514,96,0
B6,1322,BWI,4,515,77,0
EV,4956,MEM,4,515,168,0
UA,347,LAX,4,515,326,1
WN,1265,MDW,4,515,135,1
MQ,4381,JFK,4,520,70,0
DL,1700,ATL,4,525,160,0
FL,272,ATL,4,525,147,1
MQ,4502,LGA,4,525,65,1
AS,12,SEA,4,530,316,0
B6,1252,IAD,4,530,85,0
B6,1222,RDU,4,535,100,0
EV,5208,DCA,4,535,93,0
US,2120,LGA,4,540,75,0
9E,4260,RDU,4,550,123,1
UA,494,ORD,4,550,139,0
US,1716,PHL,4,555,75,0
WN,1178,STL,4,555,155,0
B6,1292,PIT,4,565,93,0
B6,1004,JFK,4,567,70,0
DL,1376,LGA,4,570,74,0
US,2026,DCA,4,570,81,0
WN,794,BWI,4,580,80,0
US,1800,CLT,4,585,134,0
DL,1922,DTW,4,590,112,0
B6,430,MCO,4,595,164,1
DL,1200,ATL,4,595,163,0
EV,5250,DCA,4,595,94,0
US,220,PHX,4,595,294,0
B6,680,DCA,4,600,80,0
DL,1210,SLC,4,600,274,0
DL,2530,MSP,4,600,162,1
OH,6460,JFK,4,600,89,0
US,2122,LGA,4,600,71,0
AA,654,DFW,4,605,205,0
UA,532,ORD,4,605,136,0
AA,1482,MIA,4,610,185,1
CO,1111,EWR,4,615,63,0
US,1270,PHL,4,615,88,0
EV,7082,IAD,4,626,87,0
DL,1378,LGA,4,630,72,0
FL,819,BWI,4,630,79,1
US,2028,DCA,4,630,79,0
WN,3505,PHL,4,630,90,1
B6,422,PBI,4,640,173,0
WN,997,PHX,4,645,300,1
UA,32,DEN,4,646,233,0
B6,496,DEN,4,655,223,0
B6,462,RSW,4,657,179,1
B6,1256,IAD,4,660,85,0
US,2124,LGA,4,660,68,0
WN,2357,DEN,4,660,225,1
B6,1276,MCO,4,661,162,0
DL,2532,MCO,4,665,172,0
CO,382,IAH,4,669,213,0
DL,1900,ATL,4,675,154,0
OH,6528,CVG,4,675,130,1
US,1604,PHL,4,675,75,0
UA,788,SFO,4,680,344,0
MQ,4676,JFK,4,685,65,1
DL,1380,LGA,4,690,69,0
US,2030,DCA,4,690,84,0
XE,2870,CLE,4,690,94,0
US,1822,CLT,4,695,122,0
WN,3915,MDW,4,695,135,1
AA,1152,DFW,4,705,200,0
EV,4999,DCA,4,715,93,0
WN,1142,BWI,4,715,80,1
B6,454,FLL,4,720,182,1
B6,682,DCA,4,720,83,0
US,2126,LGA,4,720,65,1
AA,1210,ORD,4,725,125,0
B6,1242,CLT,4,730,121,0
B6,1324,BWI,4,730,76,0
US,1562,PHL,4,735,75,0
UA,920,ORD,4,740,139,1
UA,424,IAD,4,742,97,0
WN,1812,PHL,4,745,80,1
B6,408,PHX,4,750,291,1
DL,1382,LGA,4,750,67,0
DL,2288,ATL,4,750,153,0
FL,823,BWI,4,750,75,0
MQ,4504,LGA,4,750,65,0
OH,6485,JFK,4,750,78,0
US,2032,DCA,4,750,84,0
UA,386,DEN,4,751,226,0
B6,448,TPA,4,760,166,0
OH,6458,RDU,4,765,124,0
B6,1418,JAX,4,770,145,1
B6,904,JFK,4,774,64,1
AA,548,ORD,4,775,135,0
B6,1260,IAD,4,775,86,0
EV,5112,DCA,4,775,92,0
B6,464,RSW,4,779,178,1
AA,264,LAX,4,780,325,0
DL,1492,MSP,4,780,170,1
US,2128,LGA,4,780,65,0
B6,474,LAX,4,781,316,0
UA,728,ORD,4,793,136,1
CO,482,IAH,4,795,218,1
US,62,CLT,4,795,125,0
US,970,PHL,4,795,73,0
UA,892,SFO,4,800,340,0
US,221,PHX,4,805,287,0
DL,1384,LGA,4,810,65,0
US,2034,DCA,4,810,83,1
CO,1128,EWR,4,815,65,0
AA,1506,MIA,4,820,185,1
F9,328,MKE,4,822,133,0
B6,420,PBI,4,825,177,1
B6,734,SJU,4,825,249,1
DL,2100,ATL,4,830,150,0
B6,1202,MCO,4,835,168,0
B6,1216,BUF,4,835,78,0
B6,634,SFO,4,835,320,0
DL,1422,DTW,4,835,113,1
EV,5262,DCA,4,835,93,1
MQ,4511,LGA,4,835,65,0
B6,1010,JFK,4,839,78,0
MQ,4394,JFK,4,839,71,0
FL,1007,RSW,4,840,175,0
US,2130,LGA,4,840,66,0
B6,406,SAN,4,845,309,0
AA,2166,DFW,4,855,210,0
B6,684,DCA,4,855,83,1
US,769,PHL,4,855,82,0
US,1770,CLT,4,860,120,1
CO,1172,EWR,4,870,70,0
DL,1386,LGA,4,870,66,0
FL,801,BWI,4,870,80,0
US,2036,DCA,4,870,85,0
EV,7096,IAD,4,877,91,0
B6,402,MSY,4,879,189,0
AA,1334,SJU,4,880,245,0
B6,456,FLL,4,880,186,1
WN,3403,BWI,4,880,80,0
FL,274,ATL,4,891,144,1
EV,5274,DCA,4,895,98,0
B6,1014,JFK,4,899,81,0
US,2132,LGA,4,900,72,0
DL,1400,ATL,4,905,155,0
OH,6462,JFK,4,910,102,0
WN,2785,PHL,4,910,75,0
DL,1256,CVG,4,915,127,0
US,1876,PHL,4,915,76,0
DL,2830,MSP,4,920,170,0
CO,1030,CLE,4,925,97,1
CO,1132,EWR,4,929,80,0
DL,1388,LGA,4,930,76,0
US,2038,DCA,4,930,88,0
AA,1254,DFW,4,935,210,0
AA,1930,MIA,4,935,190,0
AA,2098,ORD,4,935,130,1
B6,686,DCA,4,940,84,0
B6,466,RSW,4,943,177,1
B6,1188,SRQ,4,945,176,1
DL,1722,DTW,4,945,122,0
UA,72,SFO,4,953,340,1
MQ,4388,JFK,4,955,80,0
MQ,4695,LGA,4,960,70,0
US,2134,LGA,4,960,74,0
B6,434,MCO,4,965,164,0
CO,682,IAH,4,965,221,1
UA,882,ORD,4,965,138,0
US,1488,CLT,4,970,120,0
B6,1282,RIC,4,974,89,1
OH,6319,RDU,4,975,120,0
US,1878,PHL,4,975,85,0
US,224,PHX,4,975,284,0
B6,1254,IAD,4,980,90,0
DL,2300,ATL,4,980,154,1
WN,1141,BWI,4,980,85,1
FL,278,ATL,4,984,146,0
B6,1264,AUS,4,985,218,1
WN,511,MDW,4,985,140,1
DL,1390,LGA,4,990,76,0
FL,815,BWI,4,990,87,0
US,2040,DCA,4,990,91,1
UA,342,DEN,4,996,224,0
CO,1100,EWR,4,1011,79,0
UA,898,IAD,4,1014,95,0
EV,5237,DCA,4,1015,105,0
B6,1226,RDU,4,1020,101,0
US,2136,LGA,4,1020,72,0
WN,1594,DEN,4,1020,225,0
DL,1216,SLC,4,1030,275,1
UA,162,ORD,4,1034,139,0
US,1886,PHL,4,1035,79,0
WN,731,PHL,4,1035,80,0
AA,2536,MIA,4,1045,190,0
DL,1392,LGA,4,1050,76,0
FL,821,BWI,4,1050,85,0
MQ,4473,LGA,4,1050,65,0
US,2042,DCA,4,1050,92,0
B6,1328,BWI,4,1055,84,1
DL,1510,DTW,4,1060,119,0
FL,961,CAK,4,1060,98,0
WN,1739,BWI,4,1065,85,1
AA,154,ORD,4,1070,135,1
DL,2400,ATL,4,1070,152,0
B6,1016,JFK,4,1075,76,1
B6,1244,CLT,4,1075,127,0
OH,6757,DCA,4,1075,97,0
B6,688,DCA,4,1080,83,0
CO,8,EWR,4,1080,77,1
US,2138,LGA,4,1080,75,0
WN,3415,STL,4,1080,155,1
US,1176,CLT,4,1083,129,1
US,719,PHL,4,1095,93,0
AA,632,DFW,4,1100,200,0
B6,1218,BUF,4,1102,83,1
UA,836,ORD,4,1105,136,0
B6,1258,IAD,4,1107,87,0
DL,1394,LGA,4,1110,74,1
US,2044,DCA,4,1110,86,1
FL,803,BWI,4,1115,84,0
B6,1296,PIT,4,1125,93,0
CO,582,IAH,4,1125,225,1
DL,2536,MCO,4,1125,171,0
FL,993,MKE,4,1130,134,0
DL,2444,CVG,4,1135,124,0
DL,2930,MSP,4,1135,167,0
EV,5323,DCA,4,1135,92,0
OH,6468,JFK,4,1135,95,1
UA,552,IAD,4,1135,102,0
US,2140,LGA,4,1140,73,0
B6,440,MCO,4,1145,165,1
DL,47,ATL,4,1145,154,1
AA,628,MIA,4,1150,185,1
AA,874,ORD,4,1150,135,0
B6,922,ORD,4,1150,132,0
DL,1478,MEM,4,1150,169,0
XE,2888,CLE,4,1150,95,0
US,1888,PHL,4,1155,85,0
B6,458,FLL,4,1165,177,1
B6,470,RSW,4,1170,171,0
CO,1192,EWR,4,1170,74,0
DL,1396,LGA,4,1170,76,0
OH,6636,RDU,4,1170,122,0
US,2046,DCA,4,1170,86,0
B6,446,TPA,4,1180,165,0
EV,7374,DTW,4,1180,118,1
WN,1264,MDW,4,1180,135,1
AA,2282,DFW,4,1185,205,1
MQ,4489,LGA,4,1190,65,1
US,1776,CLT,4,1192,123,0
B6,1330,BWI,4,1195,78,0
F9,330,MKE,4,1195,126,1
B6,690,DCA,4,1200,82,0
MQ,4696,JFK,4,1200,80,1
US,2142,LGA,4,1200,75,0
B6,424,PBI,4,1202,170,0
WN,370,PHL,4,1205,85,1
OH,6381,JFK,4,1210,96,1
B6,1228,RDU,4,1215,100,1
DL,1398,LGA,4,1230,74,0
US,1406,PHL,4,1230,73,0
WN,3773,BWI,4,1235,80,1
B6,436,MCO,4,1250,159,1
B6,488,LGB,4,1252,308,0
AA,2192,MIA,4,1255,180,0
B6,472,SJC,4,1260,319,0
FL,276,ATL,4,1260,147,0
US,2048,DCA,4,1260,81,0
US,2144,LGA,4,1260,69,0
AA,192,LAX,4,1265,315,1
UA,200,ORD,4,1265,138,0
B6,636,SFO,4,1273,320,1
FL,817,BWI,4,1285,80,0
DL,412,ATL,4,1290,148,1
DL,1822,DTW,4,1300,119,1
UA,818,IAD,4,1330,94,0
US,1538,CLT,4,1335,120,0
US,66,LAS,4,1335,292,0
AA,1358,ORD,4,1340,130,0
UA,166,LAX,4,1349,336,0
US,880,PHL,4,1365,72,0
UA,180,SFO,4,1367,340,0
B6,1018,JFK,4,1370,63,0
B6,490,DEN,4,1399,221,0
B6,498,SEA,4,1409,303,0
B6,778,LAS,4,1409,293,0
B6,480,LAX,4,1439,321,0
B6,1224,RDU,5,360,101,0
B6,442,TPA,5,360,167,0
UA,226,SFO,5,360,342,0
US,2114,LGA,5,360,62,0
B6,1320,BWI,5,363,77,0
UA,524,ORD,5,365,139,0
US,1812,PHL,5,375,74,0
AA,1466,DFW,5,380,200,0
WN,1591,PHL,5,380,80,1
FL,1435,PHF,5,381,89,0
MQ,4464,LGA,5,385,65,0
B6,1012,JFK,5,390,65,0
B6,1790,DCA,5,390,85,0
CO,1116,EWR,5,390,72,0
DL,1370,LGA,5,390,69,0
FL,805,BWI,5,390,80,0
US,2020,DCA,5,390,79,0
B6,1250,IAD,5,391,89,0
AA,876,ORD,5,395,135,0
WN,178,BWI,5,395,80,0
WN,715,MDW,5,395,135,0
B6,1278,RIC,5,402,93,0
AA,452,MIA,5,405,180,1
EV,5414,DCA,5,415,93,0
AS,30,PDX,5,420,320,1
B6,1240,CLT,5,420,123,0
B6,418,PBI,5,420,172,0
B6,920,ORD,5,420,131,1
DL,2630,MSP,5,420,166,0
OH,6581,RDU,5,420,130,0
US,2116,LGA,5,420,65,0
B6,1212,BUF,5,425,86,0
WN,1852,PHL,5,425,85,1
B6,1290,PIT,5,431,94,0
US,1612,PHL,5,435,78,0
WN,526,BWI,5,435,80,0
B6,450,FLL,5,440,179,1
AA,222,LAX,5,445,320,0
DL,1372,LGA,5,450,66,0
OH,6302,CVG,5,450,130,0
US,2022,DCA,5,450,84,0
DL,1600,ATL,5,455,153,0
DL,2122,DTW,5,455,127,0
XE,2128,CLE,5,460,95,0
FL,995,MKE,5,465,133,0
CO,282,IAH,5,470,218,0
F9,326,MKE,5,470,133,0
EV,4984,DCA,5,475,95,0
US,1982,CLT,5,475,123,0
AA,1106,DFW,5,480,210,0
UA,744,DEN,5,480,227,0
US,2118,LGA,5,480,64,0
FL,1017,MCO,5,485,169,0
WN,2113,PHL,5,490,90,0
OH,6402,JFK,5,495,88,1
US,1112,PHL,5,495,85,0
AA,1718,ORD,5,510,130,0
CO,1120,EWR,5,510,90,0
DL,1374,LGA,5,510,71,0
FL,807,BWI,5,510,79,0
US,2024,DCA,5,510,82,0
UA,172,SFO,5,511,338,0
UA,860,IAD,5,514,96,0
B6,1322,BWI,5,515,77,0
EV,4956,MEM,5,515,168,0
UA,347,LAX,5,515,326,0
WN,1265,MDW,5,515,135,0
MQ,4381,JFK,5,520,70,0
DL,1700,ATL,5,525,160,0
FL,272,ATL,5,525,147,1
MQ,4502,LGA,5,525,65,0
AS,12,SEA,5,530,316,1
B6,1252,IAD,5,530,85,0
B6,1222,RDU,5,535,100,0
EV,5208,DCA,5,535,93,0
US,2120,LGA,5,540,75,0
9E,4260,RDU,5,550,123,0
UA,494,ORD,5,550,139,0
US,1716,PHL,5,555,75,0
WN,1178,STL,5,555,155,1
B6,1292,PIT,5,565,93,0
B6,1004,JFK,5,567,70,0
DL,1376,LGA,5,570,74,0
US,2026,DCA,5,570,81,0
WN,794,BWI,5,580,80,1
US,1800,CLT,5,585,134,0
DL,1922,DTW,5,590,112,1
B6,430,MCO,5,595,164,1
DL,1200,ATL,5,595,163,0
EV,5250,DCA,5,595,94,0
US,220,PHX,5,595,294,0
B6,680,DCA,5,600,80,0
DL,1210,SLC,5,600,274,0
DL,2530,MSP,5,600,162,0
OH,6460,JFK,5,600,89,0
US,2122,LGA,5,600,71,0
AA,654,DFW,5,605,205,0
UA,532,ORD,5,605,136,1
AA,1482,MIA,5,610,185,0
CO,1111,EWR,5,610,63,0
US,1270,PHL,5,615,88,1
EV,7082,IAD,5,626,87,0
DL,1378,LGA,5,630,72,0
FL,819,BWI,5,630,79,0
US,2028,DCA,5,630,79,0
WN,3505,PHL,5,630,90,0
B6,422,PBI,5,640,173,0
